channel,ssim_before,ssim_after,rmse_before,rmse_after
S0,0.6901108199640934,0.4439057086663614,0.14613441466599267,0.291693688418726
S1,0.21072635911311063,0.19989871687017102,0.9024367751659648,0.7078355260785304
S2,0.10688381032962238,0.12166002038064429,9689561.633801851,9689561.643650083
S3,-0.01007557983134771,0.28529187513779825,132513323.98486263,6526166.787683544
